Serial#,Site#, ProberX#,ProberY#,HW Bin#,SW Bin#,OPEN_SHORT_TEST_VPP_D,OPEN_SHORT_TEST_GPIO0_D,OPEN_SHORT_TEST_GPIO1_D,OPEN_SHORT_TEST_GPIO2_D,OPEN_SHORT_TEST_GPIO3_D,OPEN_SHORT_TEST_GPO0_D,OPEN_SHORT_TEST_GPIO4_D,OPEN_SHORT_TEST_GPIO5_D,OPEN_SHORT_TEST_GPIO6_D,OPEN_SHORT_TEST_GPIO7_D,OPEN_SHORT_TEST_GPIO8_D,OPEN_SHORT_TEST_GPIO9_D,POWER_SHORT_VDD,CHECK_SITE_I_site,CHECK_SITE_code_check_sum,CKCKB_TEST_i2c_Test_w.ck_write,CKCKB_TEST_i2c_Test_r.ck_read,CKCKB_TEST_i2c_Test_w.ckb_write,CKCKB_TEST_i2c_Test_r.ckb_read,ICC_test_5P65_i2c_Test_w.icc_int_code_write,ICC_test_5P65_i2c_Test_r.read_allregister,ICC_test_5P65_VDD,vbgtrim_test_i2c_Test_w.vbg_int_code_cm02B,vbgtrim_test_vbg_voltage,vbgtrim_test_vbg_value,vbgtrim_test_vbg_diff,vbgtrim_test_vbg_value_final,acmptrim_test_i2c_Test_w.vbg_int_code_cm02B,acmptrim_test_acmp_Test.acmp_trim,acmptrim_test_acmp_trim_value,osctrim_test_i2c_Test_w.vbg_int_code_cm02B,osctrim_test_rcosc_freq,osctrim_test_rcosc_diff,osctrim_test_rcosc_trimvalue,osctrim_test_i2c_Test_r.read_allregister,osctrim_test_rcosc_trimvalue_final,osctrim_test_i2c_Test_w.0xF0_0x01_write,osctrim_test_i2c_Test_w.0xF3_0x80_write,osctrim_test_i2c_Test_w.0xF5_0x09_write,osctrim_test_lcosc_freq,osctrim_test_lcosc_diff,osctrim_test_lcosc_trimvalue,osctrim_test_lcosc_trimvalue_final,LUT_test_i2c_Test_w.vbg_int_code_cm02B,LUT_test_i2c_Test_r.read_allregister,LUT_test_lut_Test.lut,PR_test_i2c_Test_w.pr_int_code_write,PR_test_i2c_Test_r.read_allregister,PR_test_pr_test.pr,TRIM_PROG_i2c_progame_low.5AtoA5_trim_progame,TRIM_READ_i2c_Test_r.read_allregister,TRIM_READ_i2c_Test_r.5AtoA5_value_read,TRIM_LOCKED_i2c_progame.trim_locked,LS8C10001T_V_code_PROG_i2c_progame.LS8C10001T_V_code_program,LS8C10001T_V_code_PROG_i2c_Test_r.read_allregister,NVM_LOCKED_i2c_progame.nvm_locked,TRIM_READ_i2c_Test_r.read_allregister,TRIM_READ_i2c_Test_r.LS8C10001T_V_code_read,LS8C10001T_V_ATE_1230mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_615mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_288mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_PAT_LS8C10001T_V_ATE.LS8C10001T_V_ATE2,LS8C10001T_V_ATE_PAT_LS8C10001T_V_ATE.LS8C10001T_V_ATE3,
682, 0,1365,0, 1,1,-490.284,-631.743,-630.296,-605.679,-600.581,-601.437,-600.536,-604.663,-605.102,-605.600,-598.926,-601.660,0.305,499.259,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.329,PASS,1230.876,25.000,0.876,24.000,PASS,PASS,0.000,PASS,2.469,30.620,39.000,PASS,40.000,PASS,PASS,PASS,2001.809,1.809,51.000,51.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
682, 1,1365,1, 1,1,-541.963,-628.505,-627.198,-606.712,-605.508,-605.581,-607.798,-610.168,-605.019,-610.936,-609.382,-599.072,-0.002,503.287,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.377,PASS,1228.726,25.000,1.274,26.000,PASS,PASS,0.000,PASS,2.532,32.415,43.000,PASS,42.000,PASS,PASS,PASS,1978.730,21.270,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
683, 0,1367,0, 1,1,-493.975,-627.408,-627.410,-606.036,-598.922,-600.916,-602.943,-602.838,-604.735,-604.956,-604.634,-607.024,0.021,499.092,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.368,PASS,1228.408,27.000,1.592,28.000,PASS,PASS,0.000,PASS,2.525,24.742,41.000,PASS,40.000,PASS,PASS,PASS,2010.091,10.091,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
683, 1,1367,1, 1,1,-494.991,-626.983,-626.463,-604.624,-604.062,-601.875,-604.283,-604.406,-603.121,-603.058,-598.060,-601.171,-0.050,502.357,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.270,PASS,1228.927,25.000,1.073,26.000,PASS,PASS,0.000,PASS,2.512,12.058,43.000,PASS,43.000,PASS,PASS,PASS,1998.900,1.100,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
684, 0,1369,0, 1,1,-491.306,-626.931,-631.632,-602.359,-603.036,-595.979,-598.397,-605.690,-602.101,-604.798,-598.688,-609.290,0.200,499.216,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.322,PASS,1229.510,31.000,0.490,31.000,PASS,PASS,0.000,PASS,2.491,9.464,39.000,PASS,39.000,PASS,PASS,PASS,2014.652,14.652,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
684, 1,1369,1, 1,1,-503.534,-632.284,-632.986,-614.392,-612.722,-629.496,-611.030,-615.797,-611.313,-609.791,-612.345,-612.119,-0.024,501.355,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.359,PASS,1231.372,27.000,1.372,26.000,PASS,PASS,0.000,PASS,2.497,3.495,41.000,PASS,41.000,PASS,PASS,PASS,2018.609,18.609,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
685, 0,1371,0, 1,1,-504.474,-634.967,-636.039,-614.489,-611.605,-609.697,-609.948,-614.879,-614.093,-610.464,-611.681,-614.644,0.093,499.144,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.329,PASS,1231.265,27.000,1.265,26.000,PASS,PASS,0.000,PASS,2.512,12.058,43.000,PASS,43.000,PASS,PASS,PASS,2012.577,12.577,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
685, 1,1371,1, 1,1,-497.804,-632.719,-628.516,-607.799,-604.935,-602.778,-606.577,-608.183,-609.296,-605.468,-599.887,-611.366,-0.077,501.307,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.330,PASS,1229.365,27.000,0.634,27.000,PASS,PASS,0.000,PASS,2.479,20.825,41.000,PASS,42.000,PASS,PASS,PASS,1989.371,10.629,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
686, 0,1373,0, 5,51,-487.429,-626.311,-624.935,-596.116,-592.931,-593.520,-593.870,-599.269,-597.860,-596.491,-595.122,-595.825,0.241,499.233,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.404,PASS,1231.378,29.000,1.378,28.000,PASS,PASS,1.000,PASS,2.523,22.704,41.000,PASS,40.000,PASS,PASS,PASS,2017.691,17.691,51.000,51.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,,,,,,,,,,,
686, 1,1373,1, 1,1,-499.136,-631.029,-629.395,-606.684,-605.585,-619.520,-606.710,-603.306,-603.426,-613.384,-605.744,-604.175,-0.056,502.524,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.338,PASS,1230.156,33.000,0.156,33.000,PASS,PASS,0.000,PASS,2.531,31.389,41.000,PASS,40.000,PASS,PASS,PASS,2007.694,7.694,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
687, 0,1375,0, 1,1,-496.486,-634.475,-625.388,-608.579,-599.675,-598.457,-601.229,-600.057,-603.906,-603.649,-598.350,-603.913,0.013,499.190,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.365,PASS,1231.102,27.000,1.102,26.000,PASS,PASS,0.000,PASS,2.477,23.281,39.000,PASS,40.000,PASS,PASS,PASS,2001.522,1.522,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
687, 1,1375,1, 1,1,-635.588,-632.036,-632.447,-611.951,-611.523,-609.688,-613.243,-616.940,-612.004,-612.020,-610.159,-797.947,0.099,502.094,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.273,PASS,1230.005,35.000,0.005,35.000,PASS,PASS,0.000,PASS,2.469,31.108,39.000,PASS,40.000,PASS,PASS,PASS,2008.355,8.355,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
688, 0,1377,0, 1,1,-501.796,-635.520,-635.410,-612.889,-607.473,-609.573,-610.106,-612.256,-612.830,-612.519,-611.691,-614.687,-0.052,499.051,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.378,PASS,1231.002,31.000,1.002,30.000,PASS,PASS,0.000,PASS,2.478,22.299,39.000,PASS,39.000,PASS,PASS,PASS,1985.085,14.915,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
688, 1,1377,1, 1,1,-495.492,-631.993,-632.781,-611.632,-611.700,-610.151,-613.090,-614.183,-614.469,-610.822,-607.791,-618.852,-0.002,503.621,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.322,PASS,1229.641,35.000,0.359,35.000,PASS,PASS,0.000,PASS,2.523,23.214,41.000,PASS,40.000,PASS,PASS,PASS,2022.748,22.748,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
689, 0,1379,0, 1,1,-499.919,-629.663,-629.986,-607.822,-608.517,-600.773,-605.904,-605.614,-608.223,-607.526,-604.834,-610.760,-0.123,499.161,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.334,PASS,1230.989,27.000,0.989,26.000,PASS,PASS,0.000,PASS,2.502,1.501,41.000,PASS,41.000,PASS,PASS,PASS,2021.659,21.659,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
689, 1,1379,1, 1,1,-500.359,-633.201,-631.291,-610.807,-609.895,-609.678,-610.329,-610.259,-610.097,-608.794,-604.853,-607.966,0.006,501.451,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.337,PASS,1231.021,29.000,1.021,28.000,PASS,PASS,0.000,PASS,2.470,30.132,39.000,PASS,40.000,PASS,PASS,PASS,2016.108,16.108,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
690, 0,1381,0, 1,1,-498.692,-629.859,-635.066,-611.484,-615.032,-606.002,-606.677,-611.854,-609.467,-607.803,-607.132,-609.763,-0.037,499.273,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.420,PASS,1229.824,22.000,0.176,22.000,PASS,PASS,1.000,PASS,2.477,23.281,41.000,PASS,41.000,PASS,PASS,PASS,2020.112,20.112,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
690, 1,1381,1, 2,20,-517.718,-629.145,-629.629,-609.439,-605.470,-1431.723,-604.736,-607.863,-603.750,-605.191,-601.267,-600.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691, 0,1383,0, 1,1,-497.818,-629.864,-629.934,-609.851,-605.671,-605.381,-605.058,-608.801,-610.119,-607.746,-615.453,-609.815,0.048,499.194,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.279,PASS,1230.864,29.000,0.864,29.000,PASS,PASS,0.000,PASS,2.517,16.610,41.000,PASS,41.000,PASS,PASS,PASS,1997.918,2.082,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
691, 1,1383,1, 2,20,-503.148,-636.355,-634.577,-613.119,-612.015,-1429.675,-612.413,-613.592,-609.815,-613.332,-611.784,-608.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692, 0,1385,0, 1,1,-495.426,-628.409,-629.075,-608.965,-602.340,-599.641,-603.382,-608.471,-609.066,-604.069,-604.949,-606.423,-0.048,499.104,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.370,PASS,1229.134,29.000,0.866,30.000,PASS,PASS,4.000,PASS,2.476,23.772,39.000,PASS,40.000,PASS,PASS,PASS,2021.241,21.241,51.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
692, 1,1385,1, 1,1,-638.530,-769.538,-769.594,-747.861,-747.937,-746.170,-746.493,-747.911,-746.776,-746.171,-753.258,-750.100,0.150,502.786,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.344,PASS,1229.127,29.000,0.873,29.000,PASS,PASS,0.000,PASS,2.467,33.057,43.000,PASS,44.000,PASS,PASS,PASS,2000.620,0.620,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
693, 0,1387,0, 1,1,-497.198,-627.427,-626.786,-606.331,-601.658,-605.204,-602.466,-610.230,-609.667,-605.585,-605.964,-609.429,0.039,499.020,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.376,PASS,1231.515,23.000,1.515,22.000,PASS,PASS,0.000,PASS,2.481,18.857,41.000,PASS,41.000,PASS,PASS,PASS,2019.193,19.193,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
693, 1,1387,1, 1,1,-498.429,-629.097,-628.712,-610.307,-610.511,-610.944,-609.714,-610.487,-608.633,-604.976,-604.498,-605.782,-0.225,501.784,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.429,PASS,1229.127,31.000,0.873,31.000,PASS,PASS,0.000,PASS,2.507,6.517,45.000,PASS,45.000,PASS,PASS,PASS,1994.857,5.143,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
694, 1,1389,1, 1,1,-499.886,-629.440,-629.256,-611.932,-607.905,-606.120,-605.413,-605.935,-606.563,-607.720,-603.774,-604.389,0.172,502.595,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.347,PASS,1229.930,28.000,0.070,28.000,PASS,PASS,0.000,PASS,2.484,16.392,39.000,PASS,40.000,PASS,PASS,PASS,1996.570,3.430,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
695, 0,1391,0, 1,1,-501.815,-627.384,-629.814,-603.897,-600.386,-602.191,-599.949,-606.235,-601.805,-600.730,-604.486,-615.637,0.033,499.233,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.358,PASS,1231.027,33.000,1.027,32.000,PASS,PASS,4.000,PASS,2.520,20.161,37.000,PASS,36.000,PASS,PASS,PASS,1992.700,7.300,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
696, 0,1393,0, 1,1,-522.647,-653.089,-653.841,-632.868,-630.523,-639.207,-633.456,-655.570,-632.803,-631.219,-632.341,-642.535,0.175,499.097,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.327,PASS,1229.297,23.000,0.703,23.000,PASS,PASS,0.000,PASS,2.515,14.585,39.000,PASS,39.000,PASS,PASS,PASS,1997.918,2.082,50.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
696, 1,1393,1, 1,1,-489.757,-626.262,-627.212,-606.507,-602.959,-601.970,-603.287,-608.735,-601.752,-603.993,-604.047,-599.540,0.212,502.738,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.349,PASS,1231.473,29.000,1.473,28.000,PASS,PASS,0.000,PASS,2.480,19.841,39.000,PASS,39.000,PASS,PASS,PASS,2001.276,1.276,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
697, 0,1395,0, 1,1,-499.065,-630.436,-629.900,-609.346,-604.103,-605.348,-603.473,-611.873,-607.404,-606.429,-606.675,-621.368,0.076,499.283,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.472,PASS,1231.164,23.000,1.164,22.000,PASS,PASS,0.000,PASS,2.488,12.438,39.000,PASS,39.000,PASS,PASS,PASS,1995.591,4.409,50.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
697, 1,1395,1, 2,20,-498.840,-628.653,-626.701,-610.616,-608.220,-1431.881,-607.392,-610.102,-604.089,-607.515,-604.349,-607.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698, 0,1397,0, 1,1,-493.182,-627.155,-627.158,-607.798,-597.712,-600.625,-598.507,-623.867,-606.041,-604.155,-604.329,-609.090,0.142,499.087,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.299,PASS,1229.097,31.000,0.903,32.000,PASS,PASS,0.000,PASS,2.507,6.517,40.000,PASS,40.000,PASS,PASS,PASS,1995.958,4.042,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
698, 1,1397,1, 1,1,-554.198,-666.151,-666.704,-631.939,-631.454,-639.835,-640.278,-636.641,-639.988,-640.451,-637.888,-636.910,0.043,503.454,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.411,PASS,1229.090,33.000,0.910,33.000,PASS,PASS,0.000,PASS,2.537,36.526,41.000,PASS,40.000,PASS,PASS,PASS,1997.387,2.613,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
699, 0,1399,0, 1,1,-495.111,-627.703,-626.566,-615.942,-605.238,-601.351,-605.264,-609.011,-604.788,-608.008,-603.385,-658.625,0.026,499.180,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.334,PASS,1231.127,27.000,1.127,26.000,PASS,PASS,0.000,PASS,2.476,23.772,41.000,PASS,41.000,PASS,PASS,PASS,1993.798,6.202,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
699, 1,1399,1, 1,1,-498.148,-628.529,-625.971,-609.835,-606.678,-607.013,-607.416,-607.978,-604.017,-607.682,-604.862,-603.059,-0.067,502.214,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.276,PASS,1230.206,31.000,0.206,31.000,PASS,PASS,0.000,PASS,2.535,34.983,41.000,PASS,40.000,PASS,PASS,PASS,1996.856,3.144,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
700, 0,1401,0, 1,1,-500.879,-629.425,-633.387,-609.817,-607.373,-604.020,-607.837,-612.958,-611.082,-612.353,-607.042,-632.524,0.141,499.054,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.341,PASS,1228.859,21.000,1.141,22.000,PASS,PASS,12.000,PASS,2.491,9.464,41.000,PASS,41.000,PASS,PASS,PASS,2003.041,3.041,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
700, 1,1401,1, 1,1,-486.362,-624.668,-625.651,-605.873,-604.730,-603.761,-602.185,-606.154,-602.549,-601.865,-600.539,-600.164,-0.125,500.974,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.281,PASS,1230.093,24.000,0.093,24.000,PASS,PASS,0.000,PASS,2.528,27.806,43.000,PASS,42.000,PASS,PASS,PASS,2014.569,14.569,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
701, 0,1403,0, 1,1,-493.727,-627.503,-628.484,-609.308,-605.757,-599.990,-603.015,-611.233,-606.732,-607.011,-605.983,-619.215,0.173,499.194,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.338,PASS,1229.861,27.000,0.139,27.000,PASS,PASS,0.000,PASS,2.516,15.597,40.000,PASS,40.000,PASS,PASS,PASS,2016.275,16.275,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
701, 1,1403,1, 1,1,-507.054,-634.580,-635.589,-615.593,-617.801,-615.031,-616.433,-617.454,-613.983,-619.345,-651.913,-614.193,0.220,503.096,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.401,PASS,1230.833,29.000,0.833,29.000,PASS,PASS,0.000,PASS,2.534,34.469,43.000,PASS,42.000,PASS,PASS,PASS,2008.148,8.148,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
702, 0,1405,0, 1,1,-501.070,-632.520,-683.648,-612.270,-611.372,-608.413,-608.148,-609.991,-612.011,-611.547,-603.695,-611.600,0.109,499.051,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.305,PASS,1230.099,29.000,0.099,29.000,PASS,PASS,0.000,PASS,2.532,32.415,41.000,PASS,40.000,PASS,PASS,PASS,1984.359,15.641,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
702, 1,1405,1, 1,1,-509.313,-642.358,-643.364,-621.909,-613.624,-615.958,-616.647,-617.664,-616.138,-614.744,-610.269,-611.413,-0.055,501.999,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.322,PASS,1231.573,33.000,1.573,32.000,PASS,PASS,4.000,PASS,2.514,14.079,40.000,PASS,40.000,PASS,PASS,PASS,2011.457,11.457,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
703, 0,1407,0, 1,1,-502.459,-633.235,-635.686,-616.023,-621.286,-608.322,-608.434,-613.498,-613.469,-609.648,-607.695,-617.378,0.058,499.142,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.350,PASS,1230.112,31.000,0.112,31.000,PASS,PASS,0.000,PASS,2.512,12.058,43.000,PASS,43.000,PASS,PASS,PASS,1985.529,14.471,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
703, 1,1407,1, 1,1,-503.582,-633.907,-633.473,-611.980,-612.430,-608.947,-612.241,-612.254,-612.266,-612.592,-608.251,-609.010,0.083,501.045,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.293,PASS,1229.516,27.000,0.484,27.000,PASS,PASS,0.000,PASS,2.486,13.922,39.000,PASS,39.000,PASS,PASS,PASS,2020.154,20.154,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
704, 0,1409,0, 2,20,-531.542,-624.947,-646.500,-599.035,-599.037,-595.263,-599.562,-600.855,-603.520,-597.754,-599.317,-1429.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704, 1,1409,1, 1,1,-498.506,-630.400,-629.586,-605.330,-606.597,-605.070,-606.219,-606.697,-603.984,-601.631,-605.188,-601.523,0.284,502.404,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.344,PASS,1230.494,27.000,0.494,27.000,PASS,PASS,0.000,PASS,2.474,25.732,37.000,PASS,38.000,PASS,PASS,PASS,2000.251,0.251,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
705, 0,1411,0, 2,20,-492.996,-625.915,-628.431,-603.102,-603.712,-599.021,-605.082,-608.591,-602.005,-602.762,-608.415,-1428.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705, 1,1411,1, 1,1,-499.294,-632.571,-632.494,-610.864,-606.802,-609.286,-605.514,-611.159,-605.848,-606.403,-603.899,-608.910,-0.222,502.071,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.272,PASS,1231.247,31.000,1.247,30.000,PASS,PASS,0.000,PASS,2.513,12.563,41.000,PASS,41.000,PASS,PASS,PASS,1988.359,11.641,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
706, 0,1413,0, 2,20,-501.132,-628.290,-641.796,-607.007,-1431.035,-600.420,-603.965,-611.520,-604.407,-603.754,-602.574,-612.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
